Playlist ID,Playlist Name,Book,Type,Alya ID,Alya Name,Order,Tier 1 (Universal),Tier 2 (Playlist),Tier 3 (Video),Tier 4 (Audience),Combined Tags,Tag Count,Char Count,Char Usage %
1,האזינו,Deuteronomy,parasha,1,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
1,האזינו,Deuteronomy,parasha,2,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
1,האזינו,Deuteronomy,parasha,9,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
1,האזינו,Deuteronomy,parasha,6,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
1,האזינו,Deuteronomy,parasha,4,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
1,האזינו,Deuteronomy,parasha,8,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
1,האזינו,Deuteronomy,parasha,7,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
1,האזינו,Deuteronomy,parasha,5,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
1,האזינו,Deuteronomy,parasha,3,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","דברים, האזינו, Deuteronomy, Devarim, Haazinu","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, דברים, האזינו, Deuteronomy, Devarim, Haazinu, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
5,בראשית,Genesis,parasha,10,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
5,בראשית,Genesis,parasha,11,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
5,בראשית,Genesis,parasha,12,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
5,בראשית,Genesis,parasha,13,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
5,בראשית,Genesis,parasha,14,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,184,36.8%
5,בראשית,Genesis,parasha,15,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
5,בראשית,Genesis,parasha,16,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
5,בראשית,Genesis,parasha,17,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
5,בראשית,Genesis,parasha,18,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, בראשית, Genesis, Bereishit, Bereishit","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, בראשית, Genesis, Bereishit, Bereishit, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
6,נח,Genesis,parasha,19,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
6,נח,Genesis,parasha,20,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
6,נח,Genesis,parasha,21,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
6,נח,Genesis,parasha,22,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
6,נח,Genesis,parasha,23,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
6,נח,Genesis,parasha,24,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
6,נח,Genesis,parasha,25,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
6,נח,Genesis,parasha,26,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
6,נח,Genesis,parasha,27,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, נח, Genesis, Bereishit, Noach","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, נח, Genesis, Bereishit, Noach, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
7,לך לך,Genesis,parasha,28,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
7,לך לך,Genesis,parasha,29,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
7,לך לך,Genesis,parasha,30,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
7,לך לך,Genesis,parasha,31,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
7,לך לך,Genesis,parasha,32,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,184,36.8%
7,לך לך,Genesis,parasha,33,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
7,לך לך,Genesis,parasha,34,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
7,לך לך,Genesis,parasha,35,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,182,36.4%
7,לך לך,Genesis,parasha,36,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, לך לך, Genesis, Bereishit, Lech Lecha","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, לך לך, Genesis, Bereishit, Lech Lecha, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
8,וירא,Genesis,parasha,37,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
8,וירא,Genesis,parasha,38,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
8,וירא,Genesis,parasha,39,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
8,וירא,Genesis,parasha,40,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
8,וירא,Genesis,parasha,41,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","חמישי, Chamishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
8,וירא,Genesis,parasha,42,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","שישי, Shishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
8,וירא,Genesis,parasha,43,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","שביעי, Shevii","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
8,וירא,Genesis,parasha,44,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","מפטיר, Maftir","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
8,וירא,Genesis,parasha,45,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, וירא, Genesis, Bereishit, Vayera","הפטרה, Haftara","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, וירא, Genesis, Bereishit, Vayera, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
9,חיי שרה,Genesis,parasha,46,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah","ראשון, Rishon","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
9,חיי שרה,Genesis,parasha,47,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah","שני, Sheni","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,183,36.6%
9,חיי שרה,Genesis,parasha,48,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah","שלישי, Shlishi","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,187,37.4%
9,חיי שרה,Genesis,parasha,49,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading","בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah","רביעי, Reviei","בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה","קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, חיי שרה, Genesis, Bereishit, Chayei Sarah, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,186,37.2%
